id,region,version,rwdirusa,rwdiril,rwdirlocal,qlife,app_pres_oba,app_gov_quin,app_teapar,vote_teapar,prim12_party,prim12_rep_pres,prim12_rep_pres_oth,pres12_oba_per,pres12_oba_cai,pres12_oba_rom,pres12_oba_pau,term_lim,cf_lim_judg,cf_pub_judg,cf_lim_leader,prim_nodeclr,redist_neutral,redist_commis,deficit_order,fix_deficit_il,cuts_K12,cuts_he,cuts_cops,cuts_parks,cuts_poor,cuts_dis,pen_cuts,tax_ret_inc,tax_retover50K,tax_sales,tax_services,gamble_exp,tax_cigs,latepay_order,latepay_il,img_road2cit,img_enforce,img_localarrest,img_childlegres,img_instatetuit,civility_order,civility1,civility2,will2compro,gen_betrldrs_bel,gen_wellqual_bel,gen_equalnum_bel,gen_betrldrs_thi,gen_wellqual_thi,gen_equalnum_thi,gen_betrldrs_feel,gen_wellqual_feel,gen_equalnum_feel,betteroff_now,betteroff_1yr,betteroff_other,gender,education,ideology_scale,ideology,party_aff_og,teaparty,employ_time,employ_type,retire_type,unemp_past12mo,union,relig_att_often,relig_att_lstmo,relig_type,religion,relig_denom,relig_epis,relig_bapt,relig_bret,relig_coc,relig_cog,relig_luth,relig_meth,relig_pres,relig_crc,relig_mean,relig_what,born_again1,born_again2,born_again,born_again_evan,bible_feel,bible_tho,bible_bel,birth_yr,rac_eth,rent_own1,rent_own2,ownhome,renthome,hhinc,fips,adi,dma,msa,nielson,census,date,duration,party_aff,teapar_collapse,gen_betrldrs_col,gen_wellqual_col,gen_equalnum_col,area
001064,4,2,2,2,2,3,4,5,5, ,1,10, ,4, ,3,4,1,3,3,4,2,3,1,4,4,1,3,2,2,1,2,1,2,2,2,2,2,2,2,3,2,1,2,1,1,1,5,5,1, , , ,1,1,2, , , ,2,3,3,2,1,1,3,6,3,3, ,3,2,2,1,1,1, ,80, , , , , , , , , , , , ,6, , , ,1, ,1933,1, ,1, , ,1,17101,848,712,9999,4,3,10/11/2011,37.54,3, ,1,1,2,3
001066,2,3,2,2,2,3,4,4,1,2,1,7, ,2, ,3,3,3,1,2,1,1,2,1,5,2,1,1,2,1,3,3,1,2,2,2,2,1,2,2,1,2,1,1,2,2,1,1, ,4, , , , , , ,3,1,4,2,3,2,2,3,2,3,5,1,3, ,1,2,2,5, , ,1,5, , , , , , , , , , , , , , , , , ,3,1943,1, , ,1,2,4,17097,196,140,1698,1,3,10/11/2011,20.16,3,1,3,1,4,2
001077,2,2,2,2,1,2,4,3,4,4,1,1, ,1, ,1,1,1,1,2,5,2,2,1,1,3,2,2,2,2,2,2,2,1, ,2,1,1,2,1,2,2,1,1,1,1,2,2, ,1, , , ,3,1,3, , , ,3,3,3,2,3,1,2,1,3,5, , ,3,3,6, , ,9, , , , , , , , , , , , , , , , , ,4, ,0,1, ,6, , ,8,17097,196,140,1698,1,3,10/11/2011,25.57,1,2,3,1,3,2
001171,2,1,2,2,1,1,3,4,2,2,1,7, ,2, ,2,3,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,1, ,2,2,1,1,1,2,1,1,1,2,2,1,1, ,1,3,1,1, , , , , , ,3,3,3,2,6,1,3,6,2,1,1, ,1,2,5, , ,1,88, , , , , , , , , , , ,2, , , ,3, , ,1961,1,4, , , ,7,17031,196,140,1698,1,3,10/11/2011,28.37,3,1,3,1,1,2
001185,3,2,3,3,2,1,1,3,3,6,4, , ,1, ,1,1,1,1,2,2,1,1,1,5,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,4,1,1,1,1,1,1,3,3,1, , , ,3,1,1, , , ,3,2,2,2,4,1,1,5,2,4, , ,1,2,4, , ,1,14, , , , , , ,1, , , , , ,2, , , ,2, ,1962,1, ,1, , ,1,17171,834,116,9999,4,3,10/11/2011,27.3,3, ,3,1,1,3
001196,3,1,2,2,1,2,4,4,1,1,1,1, ,2, ,2,2,1,4,5,5,1,1,3,3,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,1, ,2,1,1,1, , , , , , ,3,1,3,2,6,1,3,7,1,2,3, ,2,2,1,2,1, ,80, , , , , , , , , , , ,4, , , ,1, , ,1954,1,4, , , ,6,17019,834,116,1658,3,3,10/11/2011,23.15,3,1,1,1,1,3
001269,2,2,2,2,3,3,2,4,4,4,2, , ,1, ,1,1,1,1,1,1,1,1,1,5,2,2,2,1,2,2,2,2,1, ,2,1,1,1,2,2,1,1,1,3,1,1,2, ,1, , , ,3,1,3, , , ,3,3,3,2,3,2,2,1,2,1,1, ,1,1,4, , ,1,5, , , , , , , , , , , , , , , , ,2, ,1951,1, ,1, , ,5,17031,196,140,1698,1,3,10/11/2011,23.4,1,2,3,1,3,2
001271,3,2,2,2,1,3,3,3,5, ,2, , ,1, ,3,3,2,2,5,5,1,2,3,4,3,2,1,2,1,1,2,2,1, ,1,1,1,1,2,1,2,1,1,1,1,1,5,2,2, , , ,3,1,1, , , ,3,1,2,2,2,2,2,1,2,3, ,1,2,2,3,2,1, ,13, , , , , ,1, , , , , , ,2, , , ,1, ,1939,1, ,1, , ,4,17197,196,140,1698,1,3,10/11/2011,25.39,1, ,3,1,1,3
001337,2,3,2,2,2,3,2,2,4,4,2, , ,1, ,1,1,1,1,1,1,3,2,1,6,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2, ,1, , , , , , ,3,1,1,2,3,2,2,4,1,1,3,2,1,4, ,2,2,4, , ,1,13, , , , , ,1, , , , , , , ,2,2, , ,2,1951,1, , ,2,2,5,17089,196,140,1698,1,3,10/11/2011,32.2,1,2,3,1,1,2
001342,1,3,2,2,1,3,2,2,3,4,2, , ,1, ,1,1,1,1,1,1,1,1,1,5,2,2,2,2,2,2,2,1,1, ,1,1,2,1,2,1,1,1,2,1,2,2,2, ,4, , , , , , ,3,1,3,2,2,2,2,3,2,2,3,2,1,1, ,1,2,2,1,1, ,16, , , , , , , , , , , , , ,1,1, , ,2,1946,1, , ,1,2,1,17031,196,140,1698,1,3,10/11/2011,19.13,1,2,3,1,3,1
001349,2,3,2,2,3,2,2,5,4,4,4, , ,1, ,3,1,1,5,5,2,1,5,3,5,2,2,1,2,1,1,1,2,2,2,2,1,2,1,1,1,3,1,1,2,2,2,2, ,2, , , , , , ,3,1,4,2,3,2,2,5,1,2,2,2,3, ,1,2,2,4, , ,1,16, , , , , , , , , , , , , ,2,2, , ,2,0,7, , ,4,4,8,17031,196,140,1698,1,3,10/11/2011,23.14,1,2,3,1,4,2
001376,2,1,3,1,1,2,5,5,5, ,1,10, ,3, ,3,3,1,5,2,3,1,4,2,3,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,3,3,5,3,1,4, , , , , , ,2,2,2,2,3,2,3,6,1,2,1, ,1,2,3,3,1, ,5, , , , , , , , , , , , , , , ,2, , ,1970,1,1, , , ,4,17031,196,140,1698,1,3,10/11/2011,24.59,3, ,3,1,4,2
001445,3,2,3,2,2,3,5,5,5, ,3, , ,1, ,1,1,1,1,2,2,1,2,1,4,3,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,3,3,1,3,3,1, , , ,3,1,1, , , ,3,3,1,2,6,1,1,2,2,4, , ,1,2,3,4,2, , , , , , , , , , , , ,4, , , , , ,1, ,1973,6, ,1, , ,5,17007,744,616,4042,2,3,10/11/2011,27.49,1, ,3,1,1,3
001483,1,2,2,3,1,4,1,2,3,5,2, , ,1, ,1,1,1,2,2,1,4,3,1,5,3,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2, ,2, , , ,4,1,1, , , ,3,1,2,2,2,2,1,3,2,1,1, ,2,2,3,2,9, , , , , , , , , , , , , , , , , , ,1, ,1958,2, ,1, , ,5,17031,196,140,1698,1,3,10/11/2011,24.26,1, ,4,1,1,1
001502,2,1,2,1,1,2,2,2,3,4,2, , ,1, ,1,1,1,3,4,2,1,3,2,3,2,1,1,1,1,2,1,1,1, ,2,2,2,1,2,2,1,1,1,3,1,1,5,5,4,3,2,1, , , , , , ,2,3,3,2,6,2,1,3,2,1,1, ,2,2,1,1,1, ,5, , , , , , , , , , , , , , , ,2, , ,1971,3,1, , , ,4,17043,196,140,1698,1,3,10/11/2011,21.15,1,2,3,2,1,2
001531,2,3,2,1,1,1,1,5,5, ,1,10, ,1, ,1,1,1,4,5,4,4,5,1,4,3,2,1,2,3,2,2,2,2,1,2,3,1,1,1,2,1,1,1,3,2,2,3,1,1, , , , , , ,2,1,3,2,2,2,2,2,2,1,5,3,3, ,1,2,2,1,5,1, ,3, ,7, , , , , , , , , , , ,1,1, , ,1,1935,1, , ,1,2,8,17031,196,140,1698,1,3,10/11/2011,40.36,3, ,2,1,3,2
001553,3,2,2,2,2,4,4,4,1,1,1,7, ,2, ,3,2,1,1,1,1,1,4,1,4,2,1,1,2,1,1,1,1,2,2,2,2,1,1,2,1,2,1,1,2,2,1,1, ,4, , , ,2,1,1, , , ,3,2,2,2,4,1,3,7,1,3, ,1,2,1,3,2,1, ,5, , , , , , , , , , , , , , , , ,1, ,1947,1, ,2, , ,2,17085,246,192,9999,4,3,10/11/2011,24.3,3,1,2,1,1,3
001564,3,2,3,2,2,5,2,3,5, ,2, , ,1, ,1,1,1,1,4,1,1,1,1,1,3,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1,2,2,3,3,1, , , ,3,3,1, , , ,1,1,2,2,5,1,1,1,1,4, , ,2,1,1,1,1, ,88, , , , , , , , , , , , ,1, , , ,2, ,1969,2, ,1, , ,6,17095,246,192,9999,4,3,10/11/2011,23.54,1, ,3,3,1,3
001578,4,3,2,3,3,4,1,1,5, ,2, , ,1, ,1,1,1,5,4,4,3,5,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1,2,2,1,2, ,1, , , , , , ,3,1,3,2,2,1,2,3,1,3,1,2,3, ,1,1,2,2,3,1, ,3, ,3, , , , , , , , , , , ,1,2, , ,1,1929,2, , ,1,2,8,17163,760,626,4118,1,3,10/11/2011,30.1,1, ,3,1,3,3
001593,3,3,2,2,1,3,4,3,2,2,1,4, ,1, ,2,2,1,1,3,2,1,2,1,6,3,2,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,2,2,1,1, ,1, , , , , , ,2,1,1,2,1,3,2,5,1,2,5,2,2,1, ,1,2,5, , ,3, , , , , , , , , , , , , , , , , , ,3,1984,1, , ,2,2,2,17161,246,192,1934,2,3,10/11/2011,24.37,3,1,2,1,1,3
001599,3,1,2,2,2,4,4,4,5, ,1,5, ,2, ,2,2,1,4,4,4,4,4,2,2,3,1,2,2,1,1,2,1,1, ,2,1,1,1,2,2,1,1,1,1,1,1,3,1,2,3,1,1, , , , , , ,2,2,2,1,5,1,3,5,1,1,1, ,2,2,5, , ,1,5, , , , , , , , , , , , , , , ,1, , ,1954,1,4, , , ,6,17201,744,616,4042,2,3,10/11/2011,20.12,3, ,3,1,1,3
001635,2,3,2,2,1,1,4,4,5, ,1,3, ,2, ,2,2,1,5,5,4,1,1,1,4,2,1,1,1,1,3,3,1,2,3,2,1,1,1,1,2,2,1,1,1,3,1,1, ,1, , , , , , ,3,1,4,1,1,2,2,4,1,2,5,2,3, ,2,2,2,1,1,1, ,5, , , , , , , , , , , , , , , , , ,2,1935,1, , ,1,2,3,17031,196,140,1698,1,3,10/11/2011,20.3,3, ,3,1,4,2
001657,3,2,1,3,2,3,1,2,2,3,3, , ,1, ,1,1,2,3,4,4,3,3,2,4,2,2,1,2,2,2,2,2,1, ,2,2,1,2,1,3,2,1,1,2,1,2,3,3,1, , , ,1,1,3, , , ,4,3,3,2,2,1,3,7,1,3, ,1,2,2,5, , ,1,88, , , , , , , , , , , , ,3, , , ,1, ,1944,1, ,1, , ,2,17195,246,192,9999,4,3,10/11/2011,24.54,3,2,1,1,3,3
001689,2,3,2,2,2,2,3,3,5, ,1,10, ,2, ,2,2,1,1,3,2,4,2,2,4,1,2,2,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1,2,2,1,1, ,1, , , , , , ,1,3,4,3,2,2,2,2,1,3,7,2,3, ,1,2,2,5, , ,1,5, , , , , , , , , , , , , , , , , ,2,1968,1, , ,2,2,4,17097,196,140,1698,1,3,10/11/2011,37.48,3, ,1,3,4,2
001705,4,1,2,2,3,4,3,3,5, ,2, , ,3, ,1,3,1,2,2,2,2,2,1,1,3,2,1,1,1,2,1,2,2,1,2,2,2,1,2,1,2,1,1,1,1,2,2, ,1,3,1,3, , , , , , ,2,3,3,2,2,2,3,2,2,3, ,4,2,1,1,1,1, ,16, , , , , , , , , , , ,3, , , ,1, , ,1945,1,4, , , ,8,17121,760,626,9999,4,3,10/11/2011,25.1,1, ,3,1,3,3
001740,3,3,1,2,2,2,2,2,5, ,2, , ,1, ,1,1,2,4,3,4,3,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,3,2,2, , , , , , ,2,1,1,3,3,3,1,3,1,1,1,3,3, ,1,2,2,1,1,1, ,3, ,4, , , , , , , , , , , ,1,2, , ,1,1946,2, , ,4,4,8,17113,676,556,1406,3,3,10/11/2011,44.48,1, ,2,1,1,3
001764,3,1,2,2,2,3,4,4,2,2,1,7, ,2, ,2,2,1,2,2,4,1,5,1,1,2,1,1,2,1,3,2,1,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1, ,2,3,1,4, , , , , , ,3,3,2,1,3,2,3,6,1,2,1, ,1,1,4, , ,1,5, , , , , , , , , , , , , , , ,2, , ,1954,1,4, , , ,2,17197,196,140,1698,1,3,10/11/2011,20.32,3,1,3,1,4,3
001802,2,1,2,2,1,3,4,3,1,1,3, , ,2, ,2,2,1,3,2,3,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,3,1,1,3,1,3, , , , , , ,2,2,2,1,3,2,3,2,1,3, ,1,2,1,1,1,1, ,30, , , , , , , , , ,2, ,5, , , ,2, , ,1931,1,1, , , ,6,17043,196,140,1698,1,3,10/11/2011,25.46,1,1,3,1,3,2
001823,1,1,2,2,2,3,1,3,3,3,2, , ,1, ,1,3,1,4,1,4,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2, ,1,3,1,3, , , , , , ,2,3,3,2,5,1,2,3,2,1,3, ,1,2,1,2,1, ,5, , , , , , , , , , , , , , , ,2, , ,1963,5,4, , , ,4,17031,196,140,1698,1,3,10/11/2011,21.31,1,2,3,1,3,1
001851,2,2,3,1,1,2,2,5,6, ,2, , ,1, ,1,1,3,5,5,5,5,5,3,3,3,2,2,3,1,1,2,3,3, ,2,2,3,3,2,2,3,3,3,1,3,2,4,4,5, , , ,3,1,4, , , ,2,4,1,2,2,2,9,3,3,4, , ,3,2,1,1,1, ,5, , , , , , , , , , , , , , , , ,1, ,1922,1, ,1, , ,8,17031,196,140,1698,1,3,10/11/2011,24.4,1, ,3,1,4,2
001858,1,3,2,1,1,3,4,2,3,4,1,5, ,2, ,2,2,1,3,2,1,4,3,1,6,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1, ,2, , , , , , ,3,1,3,2,1,3,2,2,1,1,3,2,4, , ,1,2,4, , ,1,19, , , , , , , ,1, , , , , ,1,2, , ,2,1978,1, , ,2,1,3,17031,196,140,1698,1,3,10/11/2011,24.9,1,2,3,1,3,1
001889,1,3,2,2,2,5,1,5,4,4,2, , ,1, ,1,1,1,1,4,4,1,1,2,3,5,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,3,3,1,1,2,3,5,1, , , , , , ,2,1,1,3,1,3,2,3,1,9,3,2,3, ,1,2,1,4, , ,1,14, , , , , , ,2, , , , , , ,2,2, , ,2,1941,2, , ,2,1,1,17031,196,140,1698,1,3,10/11/2011,24.38,1,2,2,1,1,1
001905,3,3,1,2,3,2,2,4,5, ,2, , ,1, ,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,1,2, ,2, , , , , , ,3,1,4,1,3,3,2,6,2,2,2,2,1,4, ,2,1,5, , ,2, , , , , , , , , , , ,5, , , , , , ,2,1980,1, , ,1,2,8,17113,676,556,1406,3,3,10/11/2011,25.6,1, ,3,1,4,3
001920,3,2,2,2,1,3,3,3,5, ,3, , ,2, ,1,1,1,3,3,2,1,2,1,1,3,2,2,2,1,2,2,2,1, ,2,1,1,2,1,2,1,1,1,1,1,1,3,1,1, , , ,3,1,1, , , ,2,3,3,2,4,2,3,4,2,1,2, ,2,2,5, , ,1,80, , , , , , , , , , , , ,3, , , ,2, ,1962,1, ,1, , ,5,17001,712,588,9999,3,3,10/11/2011,22.54,2, ,3,1,1,3
001947,1,3,2,2,2,4,4,4,5, ,1,3, ,2, ,2,2,1,1,1,2,1,2,1,1,3,2,2,2,1,2,2,2,1, ,1,1,2,1,1,1,2,1,1,1,1,1,1, ,2, , , , , , ,3,1,1,2,2,2,2,3,1,3,7,2,4, , ,1,2,4, , ,1,80, , , , , , , , , , , , , ,2,2, , ,1,1955,4, , ,2,1,3,17031,196,140,1698,1,3,10/11/2011,26.37,3, ,3,1,1,1
001983,3,3,1,3,2,3,1,5,4,4,2, , ,1, ,1,1,1,1,1,1,4,5,3,2,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,3,1,2,2,1,1,1,2, ,1, , , , , , ,2,1,1,2,2,2,2,2,1,2,1,2,4, , ,1,1,4, , ,1,30, , , , , , , , , ,2, , , ,1,2, , ,1,1950,1, , ,4,4,8,17115,834,116,1950,3,3,10/11/2011,19.11,1,2,2,1,1,3
001987,4,1,3,2,3,3,5,4,3,4,4, , ,1, ,1,1,1,5,2,3,1,2,3,3,2,2,2,2,2,2,2,1,2,3,2,2,2,1,1,2,1,2,2,1,1,1,2, ,2,2,1,4, , , , , , ,2,2,2,2,2,1,9,6,2,3, ,5,2,2,1,2,1, ,80, , , , , , , , , , , ,1, , , ,2, , ,1935,1,4, , , ,2,17117,760,626,4118,4,3,10/11/2011,22.44,3,2,2,1,4,3
001988,2,1,2,2,1,3,3,2,5, ,1,3, ,2, ,2,2,1,1,2,2,1,3,1,1,2,2,2,1,1,1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,2,1, ,1,3,1,1, , , , , , ,3,1,1,2,6,1,3,6,2,1,3, ,1,2,4, , ,1,5, , , , , , , , , , , , , , , ,2, , ,1961,1,4, , , ,6,17097,196,140,1698,1,3,10/11/2011,21.46,3, ,3,1,1,2
002002,1,1,2,1,1,3,1,2,4,4,2, , ,1, ,1,1,1,1,1,1,1,2,2,4,3,2,2,2,2,2,2,3,2,2,3,1,1,1,1,1,1,1,2,1,1,2,2, ,1,3,1,3, , , , , , ,3,3,2,2,5,2,9,3,2,3, ,1,2,2,5, , ,1,5, , , , , , , , , , , , , , , ,3, , ,1942,1,4, , , ,3,17031,196,140,1698,1,3,10/11/2011,22,1,2,3,1,3,1
002012,2,3,2,2,2,2,1,2,2,4,2, , ,1, ,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,2,2, ,1, , , , , , ,3,1,1,2,3,2,2,5,2,2,3,2,1,1, ,2,2,1,1,1, ,21, , , , , , , , , , , , , ,2,2, , ,2,1963,1, , ,1,2,5,17031,196,140,1698,1,3,10/11/2011,24.34,1,2,3,1,1,2
002019,4,1,2,2,1,2,2,4,3,4,2, , ,1, ,2,2,1,2,1,1,2,2,2,6,3,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2, ,2,3,1,3, , , , , , ,3,1,3,1,6,2,3,4,2,1,1, ,2,2,2,1,1, ,5, , , , , , , , , , , , , , , ,2, , ,1970,1,1, , , ,6,17119,760,626,4118,1,3,10/11/2011,24.37,2,2,3,1,3,3
002045,4,3,2,1,1,2,2,2,4,4,4, , ,1, ,3,1,1,1,1,3,1,5,1,6,3,2,3,2,1,3,3,1,2,2,3,1,3,1,2,3,2,1,1,1,2,2,2, ,1, , , , , , ,3,1,3,3,3,3,2,6,1,2,4,2,1,1, ,2,2,2,1,1, ,13, , , , , ,1, , , , , , , ,2,2, , ,2,1971,1, , ,1,2,7,17133,760,626,4118,1,3,10/11/2011,27.59,2,2,3,1,3,3
002085,2,3,2,1,1,2,1,2,4,4,2, , ,1, ,1,1,3,3,2,3,1,1,1,5,3,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,2, ,2, , , , , , ,3,1,3,3,2,3,1,5,2,2,1,2,1,1, ,2,2,4, , ,1,3, ,8, , , , , , , , , , , ,2,2, , ,2,1963,6, , ,1,2,6,17089,196,140,1698,1,3,10/11/2011,26.21,1,2,3,1,3,2
002090,2,1,1,1,1,2,4,2,5, ,4, , ,1, ,1,1,3,5,5,5,2,5,3,4,5,2,2,2,2,2,2,2,3, ,2,1,1,1,1,2,1,1,1,1,1,2,5,4,2,2,1,1, , , , , , ,3,4,4,1,4,2,9,4,3,4, , ,1,2,2,1,1, ,3, ,8, , , , , , , , , ,5, , , ,4, , ,0,2,6, , , ,8,17031,196,140,1698,1,3,10/11/2011,26.11,2, ,2,1,1,2
002102,2,1,2,2,3,3,2,2,4,4,2, , ,1, ,1,1,3,2,5,2,5,2,1,1,4,2,2,2,2,2,2,2,3, ,2,2,2,1,1,3,2,2,2,1,3,1,2, ,2,2,1,1, , , , , , ,2,2,2,2,6,2,1,1,2,4, , ,2,2,4, , ,2, , , , , , , , , , , ,6, , , , ,4, , ,1960,1,4, , , ,8,17031,196,140,1698,1,3,10/11/2011,28.35,1,2,2,1,1,2
002116,1,3,2,2,2,3,2,3,6, ,2, , ,1, ,1,1,2,2,1,2,2,5,3,6,2,2,2,1,2,1,1,1,2,3,2,2,3,2,1,2,2,1,1,2,2,1,2, ,1, , , , , , ,3,1,3,2,2,2,2,2,1,3,1,2,3, ,3,1,1,4, , ,1,6, , , ,1, , , , , , , , , ,1,2, , ,1,1949,2, , ,1,2,1,17031,196,140,1698,1,3,10/11/2011,31.1,1, ,3,1,3,1
002122,2,1,1,2,1,1,1,2,4,4,2, , ,1, ,1,1,1,1,1,2,1,2,1,3,3,2,2,2,2,2,2,1,1, ,1,1,1,1,1,1,1,2,2,1,1,1,2, ,1,3,1,1, , , , , , ,3,3,3,1,6,1,1,1,2,1,4, ,2,2,5, , ,3, , , , , , , , , , , , , , , , ,3, , ,1965,3,1, , , ,7,17043,196,140,1698,1,3,10/11/2011,27.21,1,2,3,1,1,2
002124,3,2,2,2,2,3,3,4,5, ,3, , ,3, ,3,3,2,2,4,4,1,4,2,5,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,3,1,1,2,5,3,1, , , ,3,1,3, , , ,3,3,3,2,2,1,2,8,3,3, ,5,2,2,3,3,1, ,13, , , , , ,1, , , , , , ,2, , , ,1, ,1940,1, ,1, , ,2,17095,246,192,9999,4,3,10/11/2011,22.47,8, ,3,1,3,3
002131,3,1,2,3,3,5,4,5,1,2,1,7, ,3, ,3,2,1,1,1,1,1,2,1,2,5,2,1,2,2,3,3,1,2,2,2,1,1,2,1,2,1,1,3,1,1,2,3,3,1,3,1,3, , , , , , ,2,3,2,2,3,1,3,5,1,3, ,2,1,2,2,2,1, ,2, , , , , , , , , , , ,3, , , ,1, , ,1949,5,3, , , ,1,17197,196,140,1698,1,3,10/11/2011,22.1,3,1,3,1,3,3
002138,4,2,2,2,2,4,4,4,5, ,1,3, ,2, ,2,2,1,4,1,1,1,3,2,4,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,4,1,1,1,2,1,2,3,3,1, , , ,3,1,1, , , ,3,3,3,1,2,1,3,7,1,1,3, ,1,2,2,1,1, ,21, , , , , , , , , , , , ,2, , , ,2, ,1944,1, ,1, , ,5,17119,760,626,4118,1,3,10/11/2011,26.38,3, ,3,1,1,3
002142,2,2,2,2,1,2,4,4,1,2,1,7, ,2, ,2,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1, ,2, , , ,1,1,3, , , ,2,2,2,1,5,1,3,6,2,1,3, ,2,2,4, , ,1,5, , , , , , , , , , , , , , , , ,2, ,1949,1, ,1, , ,5,17031,196,140,1698,1,3,10/11/2011,20.12,3,1,1,1,3,2
002149,4,1,2,3,3,4,3,5,2,2,1,10, ,2, ,2,2,1,1,5,5,2,2,1,4,2,2,2,2,3,1,1,1,1, ,1,1,1,1,1,2,2,1,1,2,2,1,3,3,1,3,1,1, , , , , , ,1,1,2,2,3,1,2,5,2,2,1, ,1,2,4, , ,3, , , , , , , , , , , , , , , , ,4, , ,1956,1,4, , , ,7,17119,760,626,4118,1,3,10/11/2011,24.33,3,1,3,1,1,3
002158,1,1,1,3,1,3,1,1,4,4,2, , ,1, ,1,1,1,1,1,4,4,1,1,2,2,2,2,2,2,2,2,2,1, ,2,2,1,1,2,1,1,1,2,1,1,2,2, ,2,1,1,1, , , , , , ,2,1,1,2,3,2,1,1,2,2,1, ,1,1,1,2,1, ,3, ,3, , , , , , , , , ,1, , , ,1, , ,1949,2,4, , , ,4,17031,196,140,1698,1,3,10/11/2011,24.11,1,2,1,1,1,1
002168,3,2,2,2,1,3,4,4,2,2,1,4, ,2, ,2,2,1,2,4,2,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,1, ,2, , , ,3,1,3, , , ,2,3,2,1,3,2,3,7,2,1,3, ,1,2,4, , ,2, , , , , , , , , , , ,89, , , , , ,1, ,1956,1, ,1, , ,5,17111,196,140,1698,1,3,10/11/2011,19.46,3,1,3,1,3,3
002223,3,1,2,2,1,3,2,4,3,6,2, , ,1, ,1,3,1,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2, ,2,3,1,3, , , , , , ,2,2,2,2,3,1,3,4,2,3, ,1,2,1,5, , ,1,14, , , , , , ,1, , , , ,5, , , ,2, , ,1946,1,4, , , ,8,17091,196,140,2810,1,3,10/11/2011,23.3,2, ,3,1,3,3
002240,1,1,2,2,3,2,4,5,2,2,3, , ,2, ,2,2,3,3,5,2,1,1,1,5,2,1,1,1,1,1,1,1,3, ,2,2,1,3,2,2,1,1,1,1,3,2,1, ,1,1,1,4, , , , , , ,3,3,2,1,5,2,3,7,1,1,1, ,2,2,4, , ,1,14, , , , , , ,1, , , , ,2, , , ,2, , ,1981,1,1, , , ,7,17031,196,140,1698,1,3,10/11/2011,15.55,3,1,1,1,4,1
002356,3,3,1,1,3,2,1,1,4,4,2, , ,1, ,1,1,2,1,4,4,4,1,1,2,3,2,3,2,1,1,1,2,1, ,2,2,2,1,1,2,2,1,1,1,1,1,2, ,1, , , , , , ,3,1,1,3,1,1,2,5,2,3,1,2,3, ,3,2,1,1,1,1, ,5, , , , , , , , , , , , , , , , , ,2,1930,1, , ,1,2,8,17197,196,140,1698,1,3,10/11/2011,20.24,1,2,3,1,1,3
002388,4,1,2,2,1,4,2,4,5, ,3, , ,1, ,1,1,1,3,5,5,1,2,3,1,2,2,2,2,2,2,2,2,1, ,2,3,3,2,1,2,2,1,3,1,1,1,3,3,2,3,1,4, , , , , , ,3,3,2,2,2,1,2,5,2,1,1, ,2,2,4, , ,2, , , , , , , , , , , ,80, , , , ,2, , ,1966,1,4, , , ,4,17055,662,544,9999,4,3,10/11/2011,29.41,3, ,3,1,4,3
