id,area,rwdirusa,rwdiril,rwdirlocal,qlife,redist_hat,redist_neutral,redist_commis,app_pres_oba,firstam_1,firstam_2,firstam_3,firstam_4,firstam_5,firstam_6,firstam_7,firstam_8,firstam_9,firstam_10,firstam_11,firstam_12,firstam_13,firstam_14,massmedia,press_free,teapar_know,app_teapar,teapar_vote,gen10_vote,gen10_pollplace,gen10_house,gen10_enthu,term_lim,term_leader,cf_lim_judic,cf_pub_judic,cf_lim_leader,prim_nodeclr,fix_deficit_il,cuts_K12,cuts_he,cuts_cops,cuts_parks,cuts_poor,cuts_dis,pen_cuts,tax_inc_temp,tax_sales,tax_services1,tax_services2,gamble_exp,sell_il_asset,gen10_gov,gen10_gov_no3,gen10_ussen,gen10_ussen_no3,recall_today,recall,abort_leg,lg_rights,lg_mil_open,death_pen,betteroff_now,betteroff_1yr,poltol_vers,poltol_frs,poltol_frs_rep,poltol_frs_dem,poltol_frs_wom,poltol_frs_teapar,poltol_frs_lds,poltol_fru,poltol_fru_rep,poltol_fru_dem,poltol_fru_wom,poltol_fru_teapar,poltol_fru_lds,poltol_you_rep,poltol_you_dem,poltol_you_wom,poltol_you_teapar,poltol_you_lds,gender,education,ideology,party_aff,relig_att_often,relig_type,religion,relig_denom,relig_epis,relig_bapt,relig_bret,relig_coc,relig_cog,relig_luth,relig_meth,relig_pres,relig_crc,relig_mean,relig_what,born_again,christian_type,birth_yr,zip,rac_eth,rent_own,hhinc,zip1,fips,adi,dma,msa,nielson,census,firam_pres,firam_spe,firam_relig,firam_pet,firam_asmbly,firam_tot,firam_none1,firam_other,firam_none2
2725,2,2,2,2,2,4,3,2,4,7, , , , , , ,6, , , , , , ,2,3,2,3,2,1,1,1,2,1,2,2,3,3,1,2,2,2,2,2,1,2,1,1,2,2, ,1,1,2, ,2, ,1,1,1,3,2,1,3,3,1,1,3,0,3,0,0, , , , , , , , , , , ,2,5,4,6,1,1, ,13, , , , , ,2, , , , , ,3,3,1974,60513,1,2,6,60513,17031,196,140,1698,A,3,0,0,0,0,0,0,0,1,1
2731,2,1,2,2,2,2,2,1,3,6, , , , , , , , , , , , , ,3,3,1,4,2,1,1,2,1,2,3,4,3,4,3,2,2,1,1,1,2,2,1,2,2, ,1,1,2,1, ,1, ,1,1,1,4,2,1,2,2,1,1,0,3,3,0,1, , , , , , , , , , , ,2,5,4,1,4, ,1,5, , , , , , , , , , , , , ,1956,60804,4,2,5,60804,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
2755,4,2,1,1,3,3,3,2,2,3,2, , , , , ,6, , , , , , ,1,3,3, ,4,1,1,2,4,2,1,1,2,1,4,3,2,1,2,1,1,2,1,2,2, ,2,2,2,2, ,1, ,2,1,3,1,1,1,3,3,2, , , , , , ,1,5,1,3,5,3, , , , , ,1,2,1,1,1,1, ,5, , , , , , , , , , , , , ,1931,62269,1,1,1,62269,17163,760,626,4118,A,3,0,1,1,0,0,2,0,0,0
2766,2,2,2,1,3,3,4,2,4,2, , , , , , ,6, , , , , , ,2,1,1,1,1,1,1,1,1,2,1,1,4,1,4,2,3,1,2,1,2,2,1,2,2,2, ,1,1,2, ,2, ,1,1,3,3,1,1,3,2,2, , , , , , ,1,4,0,4,4,2, , , , , ,1,2,5,5,4, ,1,5, , , , , , , , , , , , , ,1933,60142,1,2,3,60142,17111,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
2783,4,2,2,1,2,5,5,3,4,2, , , , , , ,6, , , , , , ,2,3,2,5, ,1,1,1,1,1,1,1,1,5,3,2,2,2,2,1,2,2,2,2,2,1, ,1,2,2, ,2, ,1,1,1,3,4,1,2,3,1,1,1,2,4,4,4, , , , , , , , , , , ,1,3,6,7,1,1, ,31, , , , , , , , , , , ,3,6,1944,62236,1,2,8,62236,17133,760,626,4118,A,3,0,1,0,0,0,1,0,0,0
2865,3,2,2,2,3,2,1,1,2,2, , , , , , ,6, , , , , , ,2,1,2,5, ,1,1,3,2,1,5,1,5,3,1,2,2,3,2,2,2,2,2,2,2,1, ,2,3,1, ,1, ,1,1,2,2,1,1,3,2,2, , , , , , ,1,5,5,4,5,5, , , , , ,2,6,3,4,3,1, ,14, , , , , , ,1, , , , ,2,3,1951,62704,1,2,5,62704,17167,834,116,4410,C,3,0,1,0,0,0,1,0,0,0
2868,4,2,2,1,2,3,2,1,3,2,1, , , , , ,5, , , , , , ,1,3,2,2,4,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1, ,1,2,2, ,1, ,1,1,2,1,2,1,3,3,1,1,3,3,2,3,3, , , , , , , , , , , ,1,6,4,4,3,1, ,14, , , , , , ,1, , , , ,1,3,1955,62975,1,2,5,62920,17181,662,544,9999,D,3,1,1,0,0,1,3,0,0,0
2995,2,2,2,3,2,4,4,2,4,5,1, , , , , ,6, , , , , , ,2,3,1,1,1,1,1,1,1,1,1,4,3,4,2,2,1,1,2,1,2,2,1,2,2,2, ,1,1,2, ,2, ,1,1,1,1,1,1,3,3,1,1,3,0,3,3,2, , , , , , , , , , , ,1,5,4,5,4, ,1,13, , , , , ,7, , , , , ,2,3,1985,60048,1,2,6,60048,17097,196,140,1698,A,3,1,0,0,0,1,2,0,0,0
3067,3,2,2,3,3,2,2,1,4,2,5, , , , , ,6, , , , , , ,1,3,3, ,4,3, ,2,3,1,2,1,1,4,1,2,2,1,2,2,2,2,1,1,2,1, ,1,1,5,1,2, ,1,1,2,1,2,1,2,4,2, , , , , , ,2, , , , , , , , , , ,1,1,4,3,5, ,1,3, ,1, , , , , , , , , ,1,3,1960,62672,1,5,1,62640,17117,760,626,4118,D,3,0,1,0,0,1,2,0,0,0
3158,3,1,1,2,3,4,3,2,2,2,3, , , , , ,6, , , , , , ,1,2,1,4,2,1,1,2,1,1,1,1,1,1,3,1,2,2,2,1,2,2,1,1,2,2, ,1,2,1, ,1, ,2,2,2,3,4,1,2,2,2, , , , , , ,1,0,4,4,0,0, , , , , ,1,3,3,2,3,1, ,17, , , , , , , , , , , , , ,1938,61201,1,2,1,61201,17161,246,192,1934,B,3,0,1,1,0,0,2,0,0,0
3178,4,2,2,1,3,2,2,1,2,6, , , , , , , , , , , , , ,2,1,2,5, ,1,1,3,2,1,2,2,2,2,1,3,2,2,2,1,2,2,1,1,2,1, ,1,1,6, ,5, ,1,1,2,3,2,1,3,3,1,1,1,2,2,1,2, , , , , , , , , , , ,2,2,3,4,1,1, ,14, , , , , , ,3, , , , ,1,3,1937,62818,1,2,1,62818,17185,296,244,9999,D,3,0,0,0,0,0,0,1,0,1
3276,2,2,2,3,3,1,5,1,4,2,1, , , , , ,6, , , , , , ,2,3,1,1,1,1,1,1,1,1,1,2,5,5,5,2,2,2,2,1,1,2,1,2,2,2, ,2,2,2, ,2, ,1,1,1,2,3,1,2,4,3, , , , , , , , , , , , ,1,2,1,1,1,2,5,3,5,1,1, ,5, , , , , , , , , , , , , ,1964,60193,1,2,6,60193,17031,196,140,1698,A,3,1,1,0,0,0,2,0,0,0
3390,1,1,1,1,2,4,2,1,2,2, , , , , , ,6, , , , , , ,2,3,1,4,2,1,1,2,1,1,3,1,1,1,1,3,2,1,1,2,2,2,1,2,2, ,2,1,1,1, ,1, ,1,1,1,1,1,2,2,3,3, , , , , , , , , , , , ,2,1,1,2,2,2,7,1,1,4, ,2, , , , , , , , , , , ,80, , ,1976,60638,4,2,8,60629,17031,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
3444,3,3,2,1,3,5,2,1,2,6, , , , , , , , , , , , , ,2,3,1,2,1,1,4,1,1,1,1,1,1,1,1,2,3,1,2,1,3,2,1,2,2, ,2,2,1,3,2,6, ,1,1,1,3,2,1,3,1,2, , , , , , ,1,3,1,1,1,5, , , , , ,2,3,3,5,3,1, ,89, , , , , , , , , , , ,2,6,1943,60544,1,2,5,60586,17197,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
3483,4,2,2,1,2,4,2,1,4,2,3,5,1, , , ,6, , , , , , ,3,3,1,1,1,1,1,1,1,1,1,1,1,5,2,2,1,1,1,1,1,1,1,1,1, ,2,2,2,2, ,2, ,1,1,2,2,4,1,3,2,2, , , , , , ,1,4,0,4,3,4, , , , , ,1,5,5,6,1,1, ,19, , , , , , , ,2, , , ,1,3,1941,62864,1,2,3,62864,17081,760,544,9999,D,3,1,1,1,0,1,4,0,0,0
3532,3,2,2,2,5,4,3,2,4,6, , , , , , , , , , , , , ,2,2,2,5, ,1,2,1,2,2,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2, ,1,2,2, ,6, ,1,1,2,1,2,1,2,3,2, , , , , , ,1,4,0,4,5,0, , , , , ,1,4,3,7,4, ,1,31, , , , , , , , , , , ,2,2,1951,61051,1,2,3,61051,17015,246,192,9999,D,3,0,0,0,0,0,0,1,0,1
3565,4,2,2,1,2,4,1,3,4,6, , , , , , , , , , , , , ,2,4,1,2,1,1,1,3,1,1,1,1,4,1,1,2,2,2,2,2,1,2,2,1,2, ,2,2,2,2, ,2, ,1,1,3,2,1,1,3,2,2, , , , , , ,1,5,5,5,5,5, , , , , ,1,4,3,4,3,1, ,5, , , , , , , , , , , , , ,1944,62025,1,2,5,62025,17119,760,626,4118,A,3,0,0,0,0,0,0,1,0,1
3576,2,1,1,1,3,4,3,1,2,6, , , , , , , , , , , , , ,2,3,1,3,2,1,1,2,1,3,4,1,4,1,1,1,1,1,2,1,2,1,2,1,1,2, ,1,2,1, ,1, ,1,2,3,2,1,1,3,1,3, , , , , , , , , , , , ,1,1,1,2,1,2,3,3,1,1,1, ,5, , , , , , , , , , , , , ,1938,60101,1,2,5,60148,17043,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
3618,4,2,2,3,3,3,5,3,4,6, , , , , , , , , , , , , ,1,3,2,2,1,1,1,1,1,1,5,5,5,5,5,4,2,3,1,3,2,2,3,2,2,2, ,2,2,7, ,6, ,1,3,3,3,4,3,3,3,3, , , , , , , , , , , , ,1,2,1,1,2,2,2,4,7,1,1, ,2, , , , , , , , , , , ,1,6,1941,62450,1,2,8,62450,17159,848,712,9999,D,3,0,0,0,0,0,0,1,0,1
3627,4,1,2,2,3,4,2,1,2,6, , , , , , , , , , , , , ,1,1,2,2,1,1,1,2,2,2,3,1,3,1,1,2,2,1,1,1,2,2,2,2,2,2, ,1,2,1, ,1, ,2,2,3,3,4,1,2,3,2, , , , , , ,1,2,1,2,1,0, , , , , ,2,4,2,1,3,1, ,14, , , , , , ,1, , , , ,1,2,1967,62480,1,2,2,62480,17079,848,712,9999,D,3,0,0,0,0,0,0,1,0,1
3665,4,1,2,2,3,2,2,1,4,6, , , , , , , , , , , , , ,1,2,1,2,1,1,1,1,1,2,1,2,1,4,1,2,2,1,1,1,2,2,1,1,2, ,1,1,2,2, ,3,2,1,2,3,2,3,2,3,2,3, , , , , , , , , , , , ,1,2,1,1,1,1,3,4,5,3,1, ,5, , , , , , , , , , , , , ,1952,62427,1,2,4,62427,17033,848,712,9999,D,3,0,0,0,0,0,0,1,0,1
3692,3,2,2,1,2,4,1,1,4,6, , , , , , , , , , , , , ,1,2,3, ,4,2, ,2,3,1,3,2,4,2,1,2,2,2,2,1,2,2,2,2,2, ,1,1,1,1, ,1, ,2,2,3,1,1,1,2,1,2, , , , , , ,1,2,2,4,5,0, , , , , ,2,2,3,2,3,1, ,88, , , , , , , , , , , ,1,3,1986,61064,1,2,1,61064,17141,744,616,9999,B,3,0,0,0,0,0,0,1,0,1
3697,4,1,2,1,3,3,2,3,2,2, , , , , , ,6, , , , , , ,1,4,1,6, ,1,1,2,2,1,4,1,4,1,4,2,2,2,2,1,2,2,2,2,2,2, ,1,2,2, ,1, ,1,1,3,1,2,2,2,1,1,1,2,1,0,0,0, , , , , , , , , , , ,2,3,3,2,1,1, ,5, , , , , , , , , , , , , ,1951,62221,1,2,2,62269,17163,760,626,4118,A,3,0,1,0,0,0,1,0,0,0
3716,2,1,2,1,2,3,2,2,2,2, , , , , , ,3, , , , , , ,1,1,2,5, ,2, ,2,3,1,1,1,3,2,1,3,2,3,2,2,2,2,3,2,2,2, ,2,3,1, ,1, ,1,1,2,3,2,2,1,3,2, , , , , , ,2, , , , , , , , , , ,2,2,4,2,1,1, ,13, , , , , ,2, , , , , ,1,3,1942,60056,1,3,8,60004,17031,196,140,1698,A,3,0,1,1,0,0,2,0,0,0
3752,1,1,2,2,4,4,2,1,1,2,5,4, , , , ,1,7, , , , , ,2,3,1,3,2,1,1,3,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2, ,3,2,2,7, ,4,4,1,2,1,1,1,2,3,3,2, , , , , , ,1,0,4,4,2,0, , , , , ,2,5,1,1,5, ,3, , , , , , , , , , , , , , ,1942,60649,2,2,5,60637,17031,196,140,1698,A,3,1,1,0,1,1,4,0,1,0
3851,3,3,2,1,3,3,2,2,3,6, , , , , , , , , , , , , ,2,3,1,5, ,1,1,1,3,3,1,2,5,1,1,3,3,3,3,3,3,2,2,1,1, ,2,1,2,2, ,2, ,1,1,2,1,2,1,3,3,2, , , , , , ,1,4,4,4,4,4, , , , , ,1,3,4,8,2,1, ,5, , , , , , , , , , , , , ,1954,61354,1,2,4,61354,17099,196,140,9999,C,3,0,0,0,0,0,0,1,0,1
4013,3,2,2,2,4,3,2,1,3,2, , , , , , ,6, , , , , , ,2,3,2,2,1,1,1,3,2,1,2,2,2,2,1,2,3,2,2,1,2,2,1,2,2,1, ,1,2,1, ,4,4,1,1,1,3,2,2,2,1,2, , , , , , ,1,4,4,4,4,4, , , , , ,1,3,4,4,4, ,1,13, , , , , ,7, , , , , ,1,3,1930,61607,1,2,2,61604,17143,676,556,3790,B,3,0,1,0,0,0,1,0,0,0
4140,4,2,2,1,2,2,5,2,4,2,1, , , , , ,6, , , , , , ,2,3,1,2,4,1,1,3,3,1,2,1,2,4,5,2,1,2,2,1,1,1,1,1,2,1, ,2,2,2, ,2, ,1,1,3,2,5,2,3,3,3, , , , , , , , , , , , ,1,1,1,1,1,1,5,4,6,4, ,1,19, , , , , , , ,1, , , ,2,3,1943,62411,1,2,3,62411,17049,834,116,9999,D,3,1,1,0,0,0,2,0,0,0
4156,2,2,2,3,3,4,2,1,4,2,3, , , , , ,1, , , , , , ,2,1,1,1,1,1,1,1,1,1,1,2,1,5,5,2,1,1,2,1,1,2,2,2,2, ,2,1,1,2, ,2, ,1,1,2,2,2,1,2,3,1,1,3,0,3,3,3, , , , , , , , , , , ,1,6,5,4,2,1, ,19, , , , , , , ,1, , , ,3,3,1924,60525,1,2,8,60558,17031,196,140,1698,A,3,1,1,1,0,0,3,0,0,0
4209,3,1,2,2,2,4,1,1,1,2,3, , , , , ,5, , , , , , ,1,3,1,4,2,2, ,2,2,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,3,1, ,1,1,3,1,4,1,1,1,1,1,1,1,2,2,1,1,0,2,3,1,2, , , , , , , , , , , ,2,6,1,3,4, ,2, , , , , , , , , , , ,11, , ,1973,60178,1,3,8,60178,17037,196,140,1698,A,3,0,1,1,0,1,3,0,0,0
4277,4,1,2,3,2,4,4,2,2,6, , , , , , , , , , , , , ,2,1,2,3,2,3, ,2,2,2,2,1,3,4,1,4,2,1,1,2,2,2,2,2,2,2, ,2,2,1, ,1, ,2,1,1,3,5,1,3,3,3, , , , , , , , , , , , ,2,1,1,2,3,2,2,3,1,5, ,1,3, ,7, , , , , , , , , ,1,3,1936,62002,1,2,1,62002,17119,760,626,4118,A,3,0,0,0,0,0,0,1,0,1
4370,2,2,2,2,3,3,2,2,3,2,7,1, , , , ,6, , , , , , ,2,3,2,2,2,1,1,3,2,1,2,3,3,2,2,3,2,3,1,1,1,2,2,1,1,1, ,1,1,2, ,2, ,1,1,2,3,2,1,2,1,2, , , , , , ,1,4,0,4,5,0, , , , , ,2,6,3,6,1,1, ,6, , , ,1, , , , , , , ,1,2,1971,60543,1,3,4,60543,17093,196,140,1698,A,3,1,1,0,0,0,2,0,1,0
4415,1,2,1,1,2,3,2,2,1,5,1, , , , , ,7, , , , , , ,2,3,1,2,2,1,3,2,2,2,2,1,1,2,2,3,2,2,1,2,2,2,1,1,1, ,1,1,2,1, ,1, ,2,2,2,1,1,2,3,3,3, , , , , , , , , , , , ,2,1,1,2,1,2,6,2,1,3,1, ,5, , , , , , , , , , , , , ,1977,60625,4,2,5,60640,17031,196,140,1698,A,3,1,0,0,0,1,2,0,1,0
4424,2,1,2,1,2,5,5,3,1,2, , , , , , ,3, , , , , , ,2,2,1,4,2,1,1,2,1,1,1,1,2,1,1,4,2,1,2,1,2,2,2,2,2, ,1,1,1,6, ,1, ,2,2,2,2,1,1,3,3,2, , , , , , ,1,0,4,3,0,0, , , , , ,2,2,6,1,4, ,1,5, , , , , , , , , , , , , ,1934,60445,1,2,1,60445,17031,196,140,1698,A,3,0,1,1,0,0,2,0,0,0
4425,4,1,1,1,2,3,2,1,1,2, , , , , , ,6, , , , , , ,1,3,1,3,2,1,1,2,2,1,2,2,2,3,1,2,2,1,2,1,2,2,2,1,1, ,2,1,1,1, ,1, ,2,3,2,1,2,2,3,3,1,1,1,2,3,1,3, , , , , , , , , , , ,2,2,3,3,1,1, ,5, , , , , , , , , , , , , ,1939,62298,1,2,3,62298,17133,760,626,4118,A,3,0,1,0,0,0,1,0,0,0
4472,3,2,2,2,2,4,1,1,3,2, , , , , , ,6, , , , , , ,2,3,1,2,1,1,1,1,1,1,5,1,1,4,4,2,1,1,2,1,3,2,2,1,2, ,1,1,2,2, ,2, ,1,1,2,2,1,2,2,1,2, , , , , , ,1,4,0,4,2,2, , , , , ,2,5,4,6,1,1, ,13, , , , , ,1, , , , , ,1,5,1944,61443,1,2,2,61443,17073,246,192,1934,B,3,0,1,0,0,0,1,0,0,0
4481,2,2,3,2,1,2,3,3,2,2,3,1,4, , , ,5, , , , , , ,2,4,1,3,4,1,1,3,3,1,1,1,1,1,1,2,1,1,2,3,2,3,3,1,2,2, ,3,1,7, ,6, ,2,2,1,3,5,1,3,3,2, , , , , , ,1,2,1,0,0,5, , , , , ,1,6,3,4,5, ,9, , , , , , , , , , , , , , ,1930,60134,1,2,4,60134,17089,196,140,1698,A,3,1,1,1,1,1,5,0,0,0
4570,3,3,2,3,2,5,5,3,2,1,5,2, , , , ,3,4, , , , , ,2,2,1,4,2,1,2,2,2,3,5,2,5,5,2,3,2,1,2,1,2,2,1,1,2, ,1,3,2,7, ,1, ,2,3,1,1,2,2,2,3,3, , , , , , , , , , , , ,2,1,1,2,3,1,5,1,2,5, ,3, , , , , , , , , , , , , , ,1967,28260,1,2,4,61821,17019,834,116,1658,C,3,1,1,1,1,1,5,0,0,0
4681,2,1,2,2,2,3,4,1,2,2, , , , , , ,6, , , , , , ,2,3,1,4,2,1,1,2,3,1,1,1,3,2,1,1,2,2,2,2,2,2,2,1,1, ,1,2,2,5,1,6, ,2,2,1,1,1,2,3,3,3, , , , , , , , , , , , ,1,1,1,2,2,2,6,2,3,5, ,1,80, , , , , , , , , , , ,1,6,1969,60439,1,2,5,60439,17031,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
4697,3,2,2,3,2,3,2,2,4,2, , , , , , ,3, , , , , , ,2,4,1,2,4,1,1,1,3,1,1,1,5,1,5,2,2,2,2,1,3,2,2,1,2,3, ,2,2,2, ,2, ,2,2,2,2,2,1,3,3,1,1,3,0,3,3,2, , , , , , , , , , , ,2,6,5,7,1,1, ,14, , , , , , ,1, , , , ,1,3,1940,61956,1,2,5,61956,17041,834,116,9999,D,3,0,1,1,0,0,2,0,0,0
4718,4,2,2,2,5,3,5,3,4,3, , , , , , ,6, , , , , , ,3,1,2,5, ,1,1,1,1,1,1,3,4,4,1,2,2,2,2,1,2,2,2,1,1,2, ,2,1,2, ,2, ,1,1,3,3,5,1,2,2,1,1,3,0,3,4,4, , , , , , , , , , , ,2,3,5,1,3,1, ,16, , , , , , , , , , , ,1,3,1967,62458,1,3,1,62458,17051,760,626,9999,D,3,0,0,1,0,0,1,0,0,0
4730,4,2,2,1,1,5,2,1,3,5,2,3, , , , ,6, , , , , , ,3,3,1,1,1,2, ,1,1,1,1,2,2,2,3,2,2,1,2,1,3,2,1,2,2, ,1,2,2,2, ,2, ,1,1,2,3,4,1,1,1,1,1,3,0,3,3,2, , , , , , , , , , , ,1,6,5,7,1,1, ,3, ,1, , , , , , , , , ,1,5,1962,62269,1,2,6,62269,17163,760,626,4118,A,3,0,1,1,0,1,3,0,0,0
4741,4,2,2,3,3,4,1,2,4,6, , , , , , , , , , , , , ,2,1,2,2,3,1,1,1,2,1,1,1,3,1,1,2,3,3,2,2,3,2,1,2,2,3, ,3,2,6, ,5, ,1,1,2,3,4,1,3,3,3, , , , , , , , , , , , ,1,3,1,1,3,1,5,4,5,3,1, ,19, , , , , , , ,1, , , ,1,3,1960,62208,1,2,6,62269,17163,760,626,4118,A,3,0,0,0,0,0,0,1,0,1
4765,3,2,2,1,2,4,2,1,4,7, , , , , , ,7, , , , , , ,2,3,4, ,1,1,1,1,1,1,1,3,3,3,1,3,2,2,2,1,1,2,1,2,1,1, ,3,2,2, ,6, ,2,2,3,2,5,2,3,3,2, , , , , , ,1,3,2,4,3,2, , , , , ,1,2,4,4,1,1, ,5, , , , , , , , , , , , , ,1937,62675,1,2,5,62675,17129,834,116,4410,C,3,0,0,0,0,0,0,0,1,1
4788,4,2,2,3,4,5,3,3,4,1,3, , , , , ,7, , , , , , ,2,1,2,2,1,1,2,1,1,1,1,1,4,1,1,2,2,2,1,1,2,2,2,2,2,2, ,2,2,2, ,2, ,1,1,2,3,4,2,2,2,1,1,3,0,4,3,3, , , , , , , , , , , ,1,2,5,5,1,1, ,3, ,1, , , , , , , , , ,1,1,1937,62439,1,2,1,62439,17101,848,712,9999,D,3,1,0,1,0,0,2,0,1,0
4798,3,2,2,2,2,4,2,1,4,2, , , , , , ,5, , , , , , ,2,3,1,1,3,1,1,1,1,1,1,1,2,1,2,3,1,1,2,1,2,2,2,1,2, ,2,1,2,2, ,2, ,2,1,2,2,2,1,2,3,3, , , , , , , , , , , , ,1,1,1,1,2,1,6,4,6,4, ,1,88, , , , , , , , , , , ,2,3,1947,61856,1,2,4,61856,17147,834,116,1658,D,3,0,1,0,0,1,2,0,0,0
4826,4,1,2,1,3,4,2,1,2,5,2, , , , , ,6, , , , , , ,3,4,1,3,2,1,1,2,2,1,1,1,2,3,1,3,2,1,2,1,2,2,2,1,1,2, ,2,1,5,3,1, ,1,1,2,1,1,2,3,1,1,1,1,2,3,1,1, , , , , , , , , , , ,1,5,2,4,2,1, ,88, , , , , , , , , , , ,2,3,1947,62219,1,2,8,62219,17027,760,626,4118,A,3,0,1,0,0,1,2,0,0,0
4910,3,1,2,2,3,2,2,1,3,6, , , , , , , , , , , , , ,2,1,2,2,1,1,1,1,1,1,1,1,4,4,5,2,2,2,2,2,2,2,2,2,2, ,2,2,1,2, ,2, ,1,1,2,2,5,1,3,3,1,1,3,3,3,3,3, , , , , , , , , , , ,1,4,3,6,1,1, ,13, , , , , ,1, , , , , ,1,3,1953,61426,1,2,5,61466,17131,246,192,1934,D,3,0,0,0,0,0,0,1,0,1
4952,1,2,2,1,2,4,5,3,4,6, , , , , , , , , , , , , ,2,1,1,2,4,1,1,1,3,1,1,4,2,3,1,3,2,2,2,2,2,2,3,2,2, ,2,2,2,2, ,2, ,2,2,2,2,3,3,3,3,1,1,4,4,1,1,1, , , , , , , , , , , ,1,2,3,5,1,1, ,5, , , , , , , , , , , , , ,1924,60638,1,2,1,60638,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
4963,2,2,2,1,2,4,1,1,4,6, , , , , , , , , , , , , ,2,3,1,2,1,3, ,1,2,1,1,4,4,3,1,2,2,1,2,1,2,2,1,2,2, ,1,2,1,2, ,2, ,1,1,2,1,3,1,2,3,3, , , , , , , , , , , , ,1,2,1,1,1,2,5,5,7,5, ,1,5, , , , , , , , , , , , , ,1948,60154,1,2,2,60154,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
4971,2,2,2,1,2,5,4,1,4,2, , , , , , ,7, , , , , , ,2,3,1,2,4,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,2,2,1,1,1, ,1,3,2, ,2, ,1,2,2,2,1,2,3,3,1,1,2,1,3,3,3, , , , , , , , , , , ,1,6,3,3,1,1, ,16, , , , , , , , , , , ,1,3,1948,60004,1,2,6,60004,17031,196,140,1698,A,3,0,1,0,0,0,1,0,1,0
4975,1,1,3,3,2,2,1,3,2,6, , , , , , , , , , , , , ,3,4,3, ,4,4, ,2,4,3,5,5,5,5,5,4,1,2,2,2,2,1,2,2,2,3, ,2,2,7, ,6, ,3,1,2,3,3,2,3,3,1,1,4,4,4,4,4, , , , , , , , , , , ,1,7,6,8,6, ,9, , , , , , , , , , , , , , ,1900,99999,7,7,8,60620,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
5049,4,2,2,3,5,5,4,1,4,2, , , , , , ,6, , , , , , ,2,2,1,2,1,1,1,3,3,1,1,1,4,1,1,2,1,3,1,3,1,2,2,2,2, ,2,1,2,4,2,2, ,1,1,1,3,1,1,2,4,3, , , , , , , , , , , , ,3,3,1,1,1,1,6,3,5,1,1, ,5, , , , , , , , , , , , , ,1956,62263,1,3,3,62263,17189,760,626,9999,D,3,0,1,0,0,0,1,0,0,0
5050,3,3,2,2,3,5,5,3,2,6, , , , , , , , , , , , , ,3,4,2,5, ,2, ,2,4,1,5,5,5,1,1,2,2,1,2,3,1,2,2,2,2,2, ,1,2,7, ,6, ,1,1,2,1,1,1,3,3,2, , , , , , ,1,5,2,4,4,4, , , , , ,2,3,3,2,3,1, ,88, , , , , , , , , , , ,1,3,1956,61542,1,2,4,61542,17057,676,556,9999,D,3,0,0,0,0,0,0,1,0,1
5068,3,2,2,1,4,3,1,1,3,2, , , , , , ,6, , , , , , ,2,4,2,1,1,2, ,3,1,1,1,5,1,2,1,2,2,3,2,2,2,2,1,1,1, ,2,2,2,3,4,6, ,1,1,2,3,1,1,3,3,1,1,2,1,3,3,4, , , , , , , , , , , ,1,4,3,3,4, ,1,5, , , , , , , , , , , , , ,1952,60552,1,3,3,60552,17037,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
5126,4,2,2,1,2,4,1,1,3,2,5, , , , , ,6, , , , , , ,1,3,2,3,2,1,1,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,1,2, ,2,1,2,1, ,1, ,2,2,1,1,2,1,3,1,1,1,1,2,0,0,3, , , , , , , , , , , ,1,5,2,1,5, ,3, , , , , , , , , , , , , , ,1971,62024,1,2,6,62024,17119,760,626,4118,A,3,0,1,0,0,1,2,0,0,0
5151,4,3,1,2,2,2,1,1,2,2, , , , , , ,6, , , , , , ,2,1,2,2,1,2, ,3,2,1,1,1,3,1,1,2,2,2,1,2,2,2,2,2,3,2, ,3,2,7, ,6, ,1,1,2,1,1,2,2,2,1,1,1,2,1,2,4, , , , , , , , , , , ,1,3,3,4,4, ,1,88, , , , , , , , , , , ,2,3,1990,62052,1,5,8,62052,17083,760,626,4118,A,3,0,1,0,0,0,1,0,0,0
5166,4,2,2,2,3,4,2,1,4,2, , , , , , ,7, , , , , , ,2,1,2,2,1,2, ,3,3,1,1,1,5,4,1,2,2,1,1,1,2,1,2,2,2, ,2,1,2,5,2,2, ,1,1,4,4,2,1,2,3,1,1,3,4,4,4,4, , , , , , , , , , , ,1,4,4,4,4, ,1,3, ,1, , , , , , , , , ,3,3,1950,62450,1,2,3,62450,17159,848,712,9999,D,3,0,1,0,0,0,1,0,1,0
